barrio,precio,area,habitaciones,baños,parqueaderos,telefono,url,tipo,latitud,longitud,barrio_1
belen,6250000,98.0,2,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-2-banos-1-garajes/12116-M4631068,Apartamento,6.2195820808410645,-75.60236358642578,loma de los bernal
el poblado,5700000,196.0,3,5,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-5-banos-3-garajes/687-M4898125,Apartamento,6.189895153045654,-75.56346130371094,los balsos no 1
belen alameda,3650000,77.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-3-habitaciones-2-banos-1-garajes/12116-M5671102,Apartamento,6.234317779541016,-75.59538269042969,belen
el poblado,3700000,98.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-2-banos-1-garajes/687-M4810194,Apartamento,6.193423748016357,-75.56947326660156,los balsos no 2
el poblado,4150000,60.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-1-habitaciones-2-banos-1-garajes/687-M5684802,Apartamento,6.19466495513916,-75.56161499023438,los naranjos
laureles,2650000,75.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-2-banos-1-garajes/12116-M5454686,Apartamento,6.26396369934082,-75.59327697753906,los colores
el poblado,9700000,183.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M4807681,Apartamento,6.199151039123535,-75.55363464355469,el tesoro
laureles,3400000,98.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-1-garajes/12116-M5952064,Apartamento,6.242354869842529,-75.5815200805664,los conquistadores
el poblado,4100000,79.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-2-banos-1-garajes/687-M5155603,Apartamento,6.2183332443237305,-75.57276153564453,simesa
el poblado,4250000,70.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-2-habitaciones-2-banos-1-garajes/687-M5239986,Apartamento,6.1841912269592285,-75.57122802734375,el diamante no 2
belen,2900000,90.0,2,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rosales-2-habitaciones-2-banos-1-garajes/12116-M5064752,Apartamento,6.236560344696045,-75.59469604492188,rosales
el poblado,3700000,63.0,1,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-1-habitaciones-2-banos-2-garajes/687-M5518102,Apartamento,6.196844577789307,-75.56871795654297,los balsos no 2
el poblado,3000000,48.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-2-banos-1-garajes/687-M4775793,Apartamento,6.22439432144165,-75.57479095458984,simesa
el poblado,3600000,60.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-carlota-2-habitaciones-2-banos-1-garajes/687-M3690843,Apartamento,6.218651294708252,-75.57051086425781,villa carlota
altos del poblado,3600000,80.0,2,2,1,3243004220,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-1-garajes/20772-M5993736,Apartamento,6.2476376,-75.5658153,altos del poblado
laureles,3700000,130.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-2-banos-1-garajes/12116-M5784587,Apartamento,6.24091100692749,-75.60118865966797,las acacias
laureles,3500000,120.0,4,3,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-4-habitaciones-3-banos-1-garajes/12116-M5551335,Apartamento,6.242076873779297,-75.58177947998047,los conquistadores
laureles,4300000,130.0,3,3,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-3-banos-1-garajes/12116-M5382528,Apartamento,6.24080753326416,-75.6007080078125,las acacias
el poblado,3150000,65.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-1-habitaciones-2-banos-1-garajes/687-M4681924,Apartamento,6.199911117553711,-75.56635284423828,alejandria
el poblado,2850000,90.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/687-M4907182,Apartamento,6.2153754234313965,-75.57364654541016,simesa
el poblado,23500000,510.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M4629044,Casa,6.182351589202881,-75.56716918945312,san lucas
laureles,3000000,120.0,3,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-joaquin-3-habitaciones-2-banos-1-garajes/12116-M5382269,Apartamento,6.246702194213867,-75.58639526367188,san joaquin
el poblado,5500000,90.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-2-habitaciones-3-banos-2-garajes/687-M4646041,Apartamento,6.212853908538818,-75.5667495727539,la linde
la america,2500000,89.09,3,5,0,3158356668,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-pinos-3-habitaciones-5-banos/2895-M5643141,Casa,6.251784,-75.60158,los pinos
lalinde,6500000,163.0,3,3,0,6044440048,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lalinde-3-habitaciones-3-banos/2214-M5828136,Apartamento,6.21614,-75.56697,lalinde
la nubia,2700000,75.0,2,2,2,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-gloria-2-habitaciones-2-banos-2-garajes/4673-M6062534,Apartamento,6.22207666,-75.60576562,la gloria
los balsos,6800000,115.0,3,3,2,3137863112,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-3-habitaciones-3-banos-2-garajes/4229-M5977324,Apartamento,6.19308,-75.56618,los balsos
laureles,6000000,200.0,4,4,0,6044440048,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-4-habitaciones-4-banos/2214-M6013098,Apartamento,6.251594,-75.588799,laureles
el poblado,3300000,70.0,3,2,1,3153568305,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-2-banos-1-garajes/18597-M6053947,Apartamento,6.20106,-75.56219,el poblado
rodeo alto,1700000,68.0,3,2,1,3022964329,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rodeo-alto-3-habitaciones-2-banos-1-garajes/18597-M6063865,Apartamento,6.20373,-75.60529,rodeo alto
poblado,3300000,90.0,2,2,1,3245516105,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-2-habitaciones-2-banos-1-garajes/403-M6077355,Apartamento,6.1906459636,-75.5801515361,poblado
el poblado,13800000,74.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-1-habitaciones-2-banos-1-garajes/687-M6055488,Apartamento,6.1799445152282715,-75.56405639648438,
el poblado,6300000,127.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-3-banos-2-garajes/687-M4939671,Apartamento,6.21571683883667,-75.56344604492188,la linde
el poblado,5600000,150.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-3-banos-2-garajes/687-M4811631,Apartamento,6.212268829345703,-75.56623077392578,la linde
el poblado,6800000,300.0,3,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-2-garajes/687-M4748822,Apartamento,6.2048797607421875,-75.56106567382812,el tesoro
el poblado,4500000,86.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-2-garajes/687-M5553154,Apartamento,6.216162204742432,-75.56681823730469,castropol
el poblado,3900000,152.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M2832016,Apartamento,6.190128803253174,-75.56327056884766,los balsos no 1
el poblado,8700000,150.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-4-banos-2-garajes/687-M5707370,Apartamento,6.1930108070373535,-75.56909942626953,los balsos no 2
laureles,3350000,79.0,2,2,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-carlos-e-restrepo-2-habitaciones-2-banos-1-garajes/12116-M4900191,Apartamento,6.258768558502197,-75.583984375,carlos e restrepo
el poblado,12000000,318.0,4,5,4,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-4-habitaciones-5-banos-4-garajes/687-M2714577,Apartamento,6.182977199554443,-75.65830993652344,el poblado
el poblado,21000000,400.0,4,5,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-4-habitaciones-5-banos-3-garajes/687-M5990895,Casa,6.179851531982422,-75.56391906738281,san lucas
el poblado,8000000,78.0,1,1,2,3052876430,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-1-banos-2-garajes/20765-M6000139,Apartamento,6.19339296,-75.56223271,los balsos no 1
el poblado,3650000,95.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-1-garajes/687-M5773115,Apartamento,6.205476760864258,-75.57685852050781,patio bonito
el poblado,3000000,44.0,1,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-1-habitaciones-2-banos-1-garajes/687-M4703418,Apartamento,6.2119059562683105,-75.5663833618164,la linde
el poblado,7700000,188.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M5435927,Casa,6.186925888061523,-75.56139373779297,los balsos no 1
el poblado,3900000,75.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M5727689,Apartamento,6.19916296005249,-75.57052612304688,alejandria
el poblado,3200000,60.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-2-habitaciones-2-banos-1-garajes/687-M5972085,Apartamento,6.2027201652526855,-75.56710052490234,la florida
el poblado,3200000,147.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-las-lomas-no.2-3-habitaciones-3-banos-2-garajes/687-M2964027,Apartamento,6.209427356719971,-75.5542221069336,las lomas no 2
el poblado,7300000,170.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5657801,Apartamento,6.208196640014648,-75.5588607788086,el tesoro
la castellana,3800000,165.0,3,3,1,3003846679,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-castellana-3-habitaciones-3-banos-1-garajes/17143-M5862803,Casa,6.2422,-75.60386,la castellana
el poblado,4300000,40.0,1,1,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-1-habitaciones-1-banos-1-garajes/687-M5323329,Apartamento,6.196191787719727,-75.57723999023438,la aguacatala
territorio robledo,950000,40.0,2,1,0,3011147537,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-territorio-robledo-2-habitaciones-1-banos/16631-M6075927,Apartamento,6.287541,-75.597858,territorio robledo
el poblado,5100000,110.0,2,3,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-2-habitaciones-3-banos-1-garajes/687-M4762439,Apartamento,6.186935901641846,-75.57544708251953,el diamante no 2
el poblado,7300000,230.0,4,4,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-4-habitaciones-4-banos-3-garajes/687-M4940937,Apartamento,6.204973220825195,-75.5646743774414,la florida
el poblado,17100000,215.0,4,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-4-habitaciones-4-banos-2-garajes/687-M4807621,Apartamento,6.182640552520752,-75.5741958618164,el diamante no 2
el poblado,13000000,335.0,4,5,3,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-naranjos-4-habitaciones-5-banos-3-garajes/687-M2392137,Apartamento,6.198010444641113,-75.55747985839844,los naranjos
laureles,2250000,41.0,1,1,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-1-habitaciones-1-banos-1-garajes/12116-M5252719,Apartamento,6.247535705566406,-75.5995864868164,lorena
el poblado,2850000,63.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no2-2-habitaciones-2-banos-1-garajes/687-M5830222,Apartamento,6.225714206695557,-75.56388092041016,asomadera no2
laureles,5500000,174.0,3,3,1,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-3-banos-1-garajes/12116-M4891804,Apartamento,6.240993499755859,-75.60108184814453,las acacias
el poblado,4000000,103.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-1-garajes/687-M5206776,Apartamento,6.203741073608398,-75.57379150390625,patio bonito
el poblado,3500000,97.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-3-banos-2-garajes/687-M4697777,Apartamento,6.195285797119141,-75.56262969970703,los naranjos
el poblado,4400000,77.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-1-garajes/687-M5130096,Apartamento,6.204051494598389,-75.55583953857422,el tesoro
las palmas,5200000,90.0,3,2,2,3137863112,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-palmas-3-habitaciones-2-banos-2-garajes/4229-M5953872,Apartamento,6.18602,-75.57447,las palmas
las palmas,19320000,323.0,3,4,2,3208626266,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-palmas-3-habitaciones-4-banos-2-garajes/2671-M6074267,Casa,6.153893,-75.538354,las palmas
loma de los bernal,3350000,75.0,3,2,0,6044440048,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos/2214-M6077327,Apartamento,6.221427,-75.604393,loma de los bernal
provenza,17800000,320.0,3,5,4,6044449898,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-provenza-3-habitaciones-5-banos-4-garajes/4673-M5817742,Apartamento,6.208397,-75.565795,provenza
san lucas,7500000,188.0,3,4,2,3137863112,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-2-garajes/4229-M5622594,Apartamento,6.18007,-75.57053,el diamante no 2
belen rosales,8000000,300.0,5,5,0,3016506023,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-gloria-5-habitaciones-5-banos/277-M5710712,Casa,6.22078769,-75.60603515,la gloria
poblado ciudad del rio,3500000,73.0,3,2,1,3044897448,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-3-habitaciones-2-banos-1-garajes/233-M5743667,Apartamento,0.0,0.0,
el poblado,2850000,76.0,3,2,1,3123578417,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-2-banos-1-garajes/18714-M6010368,Apartamento,6.2126426932,-75.5737159732,el poblado
el poblado,3700000,80.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-2-habitaciones-2-banos-1-garajes/687-M5578641,Apartamento,6.193545818328857,-75.5693359375,los balsos no 2
belen,4400000,120.0,4,3,2,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-mota-4-habitaciones-3-banos-2-garajes/12116-M4891725,Casa,6.210224151611328,-75.59847259521484,la mota
el poblado,9300000,390.0,4,4,3,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-4-habitaciones-4-banos-3-garajes/687-M2494211,Apartamento,0.0,0.0,el poblado
el poblado,30000000,550.0,3,5,4,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-3-habitaciones-5-banos-4-garajes/687-M5657679,Casa,6.18696403503418,-75.5599594116211,los balsos no 1
el poblado,8300000,89.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-3-banos-2-garajes/687-M5677585,Apartamento,6.193474292755127,-75.55982971191406,los naranjos
el poblado,3900000,87.0,3,3,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-3-banos-1-garajes/687-M5940117,Apartamento,6.230792045593262,-75.5675277709961,san diego
el poblado,6800000,247.0,4,4,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-4-habitaciones-4-banos-1-garajes/687-M2105293,Apartamento,6.208461284637451,-75.55665588378906,el tesoro
el poblado,4100000,156.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M2105188,Apartamento,6.205948352813721,-75.56150817871094,el tesoro
poblado san lucas,11000000,206.0,2,3,2,3052876430,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-2-habitaciones-3-banos-2-garajes/20765-M6000255,Apartamento,6.1793575,-75.5624791,poblado san lucas
el poblado,4900000,97.0,3,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-2-banos-2-garajes/687-M5949694,Apartamento,6.18710470199585,-75.56610870361328,san lucas
